CountyCode,Precinct,Castle / Bradley+Sum(CanVotes),Clinton / Kaine+Sum(CanVotes),De La Fuente / Steinberg+Sum(CanVotes),Johnson / Weld+Sum(CanVotes),OverVotes+Sum(CanVotes),Stein / Baraka+Sum(CanVotes),Trump / Pence+Sum(CanVotes),UnderVotes+Sum(CanVotes),WriteinVotes+Sum(CanVotes),WriteInVotes+Sum(CanVotes),CardsCast,VotesCast,Clinton%,Rep%
DAD,212,3,1527,1,14,7,11,145,10,10,,1728,1711,0.8925,0.0847
DAD,213,1,1832,1,13,4,14,82,6,11,,1964,1954,0.9376,0.0420
DAD,214,1,1922,0,7,3,16,96,8,6,,2059,2048,0.9385,0.0469
DAD,215,1,1604,1,8,6,7,103,4,6,,1740,1730,0.9272,0.0595
DAD,216,3,1993,0,4,6,14,80,10,7,,2117,2101,0.9486,0.0381
DAD,217,3,1509,0,8,2,11,69,8,10,,1620,1610,0.9373,0.0429
DAD,218,1,981,0,1,1,8,24,7,7,,1030,1022,0.9599,0.0235
DAD,219,1,794,0,1,0,0,46,1,1,,844,843,0.9419,0.0546
DAD,221,3,1596,0,11,6,3,58,5,12,,1694,1683,0.9483,0.0345
DAD,222,1,1740,0,5,4,8,53,7,5,,1823,1812,0.9603,0.0292
DAD,223,3,1442,0,8,2,8,95,9,9,,1576,1565,0.9214,0.0607
DAD,224,2,1271,3,9,1,13,112,3,9,,1423,1419,0.8957,0.0789
DAD,225,1,1690,0,10,15,9,99,10,13,,1847,1822,0.9276,0.0543
DAD,226,1,1214,1,10,3,6,61,5,8,,1309,1301,0.9331,0.0469
DAD,227,4,1528,0,10,4,5,136,8,4,,1699,1687,0.9057,0.0806
DAD,228,1,1749,0,8,6,15,87,9,7,,1882,1867,0.9368,0.0466
DAD,229,1,1346,2,13,9,8,214,8,8,,1609,1592,0.8455,0.1344
DAD,230,2,1247,9,17,2,13,478,12,5,,1785,1771,0.7041,0.2699
DAD,231,4,940,5,17,8,11,508,6,8,,1507,1493,0.6296,0.3403
DAD,232,1,1102,4,11,10,14,359,6,11,,1518,1502,0.7337,0.2390
DAD,233,1,1314,4,11,4,11,281,7,12,,1645,1634,0.8042,0.1720
DAD,234,1,514,0,4,0,0,48,4,4,,575,571,0.9002,0.0841
DAD,235,4,364,1,3,6,0,93,5,5,,481,470,0.7745,0.1979
DAD,236,2,1010,1,2,6,3,92,6,2,,1124,1112,0.9083,0.0827
DAD,237,0,859,2,2,2,3,62,4,3,,937,931,0.9227,0.0666
DAD,238,3,780,1,2,3,6,67,3,3,,868,862,0.9049,0.0777
DAD,239,2,1799,3,18,13,7,139,4,9,,1994,1977,0.9100,0.0703
DAD,240,1,1716,4,8,8,16,123,8,5,,1889,1873,0.9162,0.0657
DAD,241,0,1497,0,8,5,12,168,8,4,,1702,1689,0.8863,0.0995
DAD,242,1,1795,1,9,14,11,157,10,7,,2005,1981,0.9061,0.0793
DAD,243,1,635,0,1,2,3,28,3,2,,675,670,0.9478,0.0418
DAD,244,3,1506,0,15,7,11,113,8,7,,1670,1655,0.9100,0.0683
DAD,245,0,996,0,5,11,8,79,7,4,,1110,1092,0.9121,0.0723
DAD,246,3,1064,3,17,13,9,502,9,6,,1626,1604,0.6633,0.3130
DAD,247,1,662,5,8,7,4,209,7,2,,905,891,0.7430,0.2346
DAD,248,1,1373,5,19,15,6,284,9,8,,1720,1696,0.8096,0.1675
DAD,249,1,1283,4,5,9,5,121,7,4,,1439,1423,0.9016,0.0850
DAD,250,2,1494,3,9,14,6,71,9,7,,1615,1592,0.9384,0.0446
DAD,251,3,1669,0,12,8,8,64,7,4,,1775,1760,0.9483,0.0364
DAD,253,1,914,0,1,7,4,54,15,1,,997,975,0.9374,0.0554
DAD,254,0,1305,1,4,5,3,62,13,9,,1402,1384,0.9429,0.0448
DAD,256,0,1357,3,10,6,10,173,9,4,,1572,1557,0.8715,0.1111
DAD,257,2,1242,1,7,3,5,41,7,8,,1316,1306,0.9510,0.0314
DAD,258,2,652,0,2,2,1,32,3,4,,698,693,0.9408,0.0462
DAD,259,1,898,0,3,5,1,79,7,2,,996,984,0.9126,0.0803
DAD,260,0,541,1,1,0,1,37,3,1,,585,582,0.9296,0.0636
DAD,261,0,1317,1,5,2,2,47,4,7,,1385,1379,0.9550,0.0341
DAD,262,0,1035,0,5,9,5,93,14,2,,1163,1140,0.9079,0.0816
DAD,264,0,782,2,5,2,4,58,1,0,,854,851,0.9189,0.0682
DAD,265,0,52,0,0,0,1,11,0,3,,67,67,0.7761,0.1642
DAD,266,0,39,0,0,0,0,11,0,1,,51,51,0.7647,0.2157
DAD,267,2,763,3,6,1,4,118,4,3,,904,899,0.8487,0.1313
DAD,269,0,969,1,3,4,6,49,3,11,,1046,1039,0.9326,0.0472
DAD,270,5,1542,2,8,10,9,70,9,4,,1659,1640,0.9402,0.0427
DAD,272,2,995,6,21,9,5,427,10,13,,1488,1469,0.6773,0.2907
DAD,274,0,824,3,4,4,3,140,8,4,,990,978,0.8425,0.1431
DAD,275,0,212,0,4,2,0,13,1,1,,233,230,0.9217,0.0565
DAD,276,1,918,0,4,2,6,90,3,7,,1031,1026,0.8947,0.0877
DAD,278,0,65,0,0,0,0,32,2,0,,99,97,0.6701,0.3299
DAD,280,0,684,0,2,0,2,24,1,3,,716,715,0.9566,0.0336
DAD,281,0,109,0,1,2,2,51,0,0,,165,163,0.6687,0.3129
DAD,282,0,1508,0,10,10,6,123,9,5,,1671,1652,0.9128,0.0745
DAD,284,3,549,1,8,9,11,288,23,6,,898,866,0.6339,0.3326
DAD,285,0,71,1,0,3,1,52,0,0,,128,125,0.5680,0.4160
DAD,288,0,3,0,0,0,0,2,0,0,,5,5,0.6000,0.4000
DAD,289,0,12,0,0,0,0,16,1,0,,29,28,0.4286,0.5714
DAD,291,3,1328,0,16,5,7,328,7,4,,1698,1686,0.7877,0.1945
DAD,295,1,2126,0,7,7,6,97,5,8,,2257,2245,0.9470,0.0432
DAD,296,3,1343,5,12,12,4,268,11,14,,1672,1649,0.8144,0.1625
DAD,297,3,996,5,18,15,9,885,18,7,,1956,1923,0.5179,0.4602
DAD,298,5,773,0,29,4,13,801,14,24,,1663,1645,0.4699,0.4869
DAD,299,4,617,3,11,7,8,512,6,3,,1171,1158,0.5328,0.4421
DAD,300,6,1767,5,46,4,15,876,16,18,,2753,2733,0.6465,0.3205
DAD,301,3,433,1,12,3,4,745,9,6,,1216,1204,0.3596,0.6188
DAD,302,2,530,4,19,4,4,744,14,8,,1329,1311,0.4043,0.5675
DAD,303,4,1364,2,33,4,10,952,18,13,,2400,2378,0.5736,0.4003
DAD,304,5,1630,1,36,11,10,606,12,12,,2323,2300,0.7087,0.2635
DAD,305,1,1162,6,29,4,14,1092,18,17,,2343,2321,0.5006,0.4705
DAD,306,4,840,4,37,2,10,719,9,11,,1636,1625,0.5169,0.4425
DAD,307,3,667,2,24,4,2,1034,12,22,,1770,1754,0.3803,0.5895
DAD,308,7,465,4,12,0,4,586,9,13,,1100,1091,0.4262,0.5371
DAD,309,6,922,5,21,16,9,875,20,15,,1889,1853,0.4976,0.4722
DAD,310,4,656,4,29,9,8,910,17,8,,1645,1619,0.4052,0.5621
DAD,311,2,1128,4,30,13,11,1091,31,8,,2318,2274,0.4960,0.4798
DAD,312,2,762,5,19,18,4,649,9,5,,1473,1446,0.5270,0.4488
DAD,314,0,46,0,1,0,1,105,6,0,,159,153,0.3007,0.6863
DAD,315,0,585,3,20,9,7,781,11,5,,1421,1401,0.4176,0.5575
DAD,316,1,473,2,11,11,8,700,12,11,,1229,1206,0.3922,0.5804
DAD,317,0,359,2,23,8,4,684,15,8,,1103,1080,0.3324,0.6333
DAD,318,5,911,3,28,16,9,1269,21,9,,2271,2234,0.4078,0.5680
DAD,319,1,358,2,13,10,1,611,6,3,,1005,989,0.3620,0.6178
DAD,320,1,976,2,26,11,9,1157,20,13,,2215,2184,0.4469,0.5298
DAD,321,2,1353,13,28,17,15,1041,31,3,,2503,2455,0.5511,0.4240
DAD,322,2,1018,5,18,6,10,538,11,8,,1616,1599,0.6366,0.3365
DAD,323,1,716,2,15,10,5,657,13,2,,1421,1398,0.5122,0.4700
DAD,324,1,601,8,8,10,3,586,12,3,,1232,1210,0.4967,0.4843
DAD,325,0,312,1,8,6,0,562,4,7,,900,890,0.3506,0.6315
DAD,326,0,315,0,6,1,1,509,11,1,,844,832,0.3786,0.6118
DAD,327,4,1022,7,27,17,12,688,19,6,,1802,1766,0.5787,0.3896
DAD,328,1,876,2,15,10,12,1178,23,6,,2123,2090,0.4191,0.5636
DAD,329,0,11,0,0,0,0,1,0,0,,12,12,0.9167,0.0833
DAD,330,3,953,5,32,3,7,996,19,23,,2041,2019,0.4720,0.4933
DAD,331,5,908,9,24,12,5,1251,24,10,,2248,2212,0.4105,0.5656
DAD,332,0,680,3,19,11,4,592,14,4,,1327,1302,0.5223,0.4547
DAD,333,0,571,0,15,7,2,607,9,3,,1214,1198,0.4766,0.5067
DAD,334,1,54,0,0,0,0,29,1,0,,85,84,0.6429,0.3452
DAD,335,4,609,3,10,10,4,476,12,5,,1133,1111,0.5482,0.4284
DAD,336,1,252,6,9,4,2,303,4,0,,581,573,0.4398,0.5288
DAD,337,0,974,2,28,15,5,1081,19,8,,2132,2098,0.4643,0.5153
DAD,338,1,415,3,13,7,3,491,9,5,,947,931,0.4458,0.5274
DAD,339,2,1143,9,27,30,16,1080,19,6,,2332,2283,0.5007,0.4731
DAD,340,1,1625,8,36,27,9,1138,32,8,,2884,2825,0.5752,0.4028
DAD,341,0,5,0,0,0,0,0,0,0,,5,5,1.0000,0.0000
DAD,342,5,573,5,17,6,7,623,13,7,,1256,1237,0.4632,0.5036
DAD,343,4,1061,8,36,6,19,877,17,12,,2040,2017,0.5260,0.4348
DAD,344,1,783,2,20,1,7,766,15,10,,1605,1589,0.4928,0.4821
DAD,345,0,0,0,0,0,0,3,0,0,,3,3,0.0000,1.0000
DAD,346,7,693,0,38,1,7,759,6,8,,1519,1512,0.4583,0.5020
DAD,347,2,575,2,16,4,8,440,9,2,,1058,1045,0.5502,0.4211
DAD,348,0,226,2,16,5,1,246,14,2,,512,493,0.4584,0.4990
DAD,349,5,940,7,16,9,15,677,10,3,,1682,1663,0.5652,0.4071
DAD,350,1,823,0,15,3,6,354,6,8,,1216,1207,0.6819,0.2933
DAD,351,4,1795,6,29,8,25,680,15,21,,2583,2560,0.7012,0.2656
DAD,352,5,1023,2,46,1,6,1607,34,24,,2748,2713,0.3771,0.5923
DAD,353,2,824,2,31,7,8,823,16,14,,1727,1704,0.4836,0.4830
DAD,354,0,291,3,9,2,6,539,10,7,,867,855,0.3404,0.6304
DAD,355,3,1830,6,34,8,16,679,15,11,,2602,2579,0.7096,0.2633
DAD,356,8,692,3,12,5,7,241,5,3,,976,966,0.7164,0.2495
DAD,357,2,501,3,14,2,9,706,8,11,,1256,1246,0.4021,0.5666
DAD,358,3,649,5,14,6,4,533,11,8,,1233,1216,0.5337,0.4383
DAD,359,1,840,1,11,11,3,558,12,4,,1441,1418,0.5924,0.3935
DAD,360,5,1517,15,32,15,9,1248,12,13,,2866,2839,0.5343,0.4396
DAD,362,3,733,0,22,7,1,687,12,8,,1473,1454,0.5041,0.4725
DAD,363,3,1279,12,32,9,10,833,18,9,,2205,2178,0.5872,0.3825
DAD,364,3,1382,5,29,7,14,995,15,13,,2463,2441,0.5662,0.4076
DAD,365,3,1479,7,27,6,12,714,16,14,,2278,2256,0.6556,0.3165
DAD,366,4,1331,3,36,2,23,584,17,16,,2016,1997,0.6665,0.2924
DAD,367,3,1092,9,42,6,21,623,21,14,,1831,1804,0.6053,0.3453
DAD,368,1,1094,6,27,19,14,1227,36,13,,2437,2382,0.4593,0.5151
DAD,369,0,21,0,0,0,0,27,1,0,,49,48,0.4375,0.5625
DAD,370,1,1090,2,34,7,10,427,7,12,,1590,1576,0.6916,0.2709
DAD,371,5,1515,7,41,11,11,1026,31,24,,2671,2629,0.5763,0.3903
DAD,372,6,419,1,17,2,4,426,8,9,,892,882,0.4751,0.4830
DAD,373,0,0,0,0,0,0,2,0,0,,2,2,0.0000,1.0000
DAD,374,0,2,0,0,0,0,0,0,0,,2,2,1.0000,0.0000
DAD,375,0,329,2,11,10,2,388,14,1,,757,733,0.4488,0.5293
DAD,376,5,1147,9,42,4,14,1487,30,30,,2768,2734,0.4195,0.5439
DAD,377,3,926,7,21,23,3,1084,33,7,,2107,2051,0.4515,0.5285
DAD,378,3,304,6,13,4,1,362,9,5,,707,694,0.4380,0.5216
DAD,379,1,791,9,25,20,5,934,14,6,,1805,1771,0.4466,0.5274
DAD,381,0,526,1,16,12,4,601,5,4,,1169,1152,0.4566,0.5217
DAD,382,0,516,3,16,9,5,587,15,4,,1155,1131,0.4562,0.5190
DAD,383,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,384,6,954,1,24,16,4,852,10,7,,1874,1848,0.5162,0.4610
DAD,385,3,1200,6,29,3,20,1496,26,16,,2799,2770,0.4332,0.5401
DAD,386,0,823,8,25,9,10,748,12,6,,1641,1620,0.5080,0.4617
DAD,387,5,769,5,16,12,2,470,14,1,,1294,1268,0.6065,0.3707
DAD,388,6,1383,7,28,10,8,1014,19,10,,2485,2456,0.5631,0.4129
DAD,389,4,1027,1,25,3,10,1199,14,14,,2297,2280,0.4504,0.5259
DAD,390,3,848,3,44,6,3,1595,22,21,,2545,2517,0.3369,0.6337
DAD,391,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,392,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,394,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,395,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,396,1,895,1,23,7,15,703,10,11,,1666,1649,0.5428,0.4263
DAD,398,0,398,0,13,1,4,359,6,8,,789,782,0.5090,0.4591
DAD,399,0,374,5,14,1,2,305,1,5,,707,705,0.5305,0.4326
DAD,400,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,401,1,893,4,21,10,13,453,6,3,,1404,1388,0.6434,0.3264
DAD,402,3,811,3,33,4,5,1200,24,11,,2094,2066,0.3925,0.5808
DAD,403,1,682,1,9,7,6,402,12,5,,1125,1106,0.6166,0.3635
DAD,405,3,671,3,18,8,6,637,12,4,,1362,1342,0.5000,0.4747
DAD,406,2,1160,4,31,10,11,661,14,11,,1904,1880,0.6170,0.3516
DAD,407,3,511,4,31,4,5,644,11,11,,1224,1209,0.4227,0.5327
DAD,408,3,943,2,17,7,10,430,7,10,,1429,1415,0.6664,0.3039
DAD,409,1,1023,3,42,15,10,613,14,8,,1729,1700,0.6018,0.3606
DAD,410,4,917,5,29,11,14,707,15,8,,1710,1684,0.5445,0.4198
DAD,411,3,1004,3,21,3,8,482,12,11,,1547,1532,0.6554,0.3146
DAD,412,4,594,0,34,4,10,1035,12,17,,1710,1694,0.3506,0.6110
DAD,413,3,802,8,38,1,8,1519,23,17,,2419,2395,0.3349,0.6342
DAD,414,3,643,3,23,10,10,801,13,14,,1520,1497,0.4295,0.5351
DAD,415,4,1274,5,35,18,16,1061,17,19,,2449,2414,0.5278,0.4395
DAD,416,0,757,5,25,6,4,675,21,8,,1501,1474,0.5136,0.4579
DAD,417,2,709,2,20,5,13,837,20,17,,1625,1600,0.4431,0.5231
DAD,418,1,316,5,8,4,1,349,14,12,,710,692,0.4566,0.5043
DAD,419,0,378,3,13,4,9,632,18,11,,1068,1046,0.3614,0.6042
DAD,420,1,665,1,25,6,7,1019,19,14,,1757,1732,0.3839,0.5883
DAD,421,5,669,2,24,7,7,972,16,11,,1713,1690,0.3959,0.5751
DAD,422,0,427,1,17,3,3,573,10,10,,1044,1031,0.4142,0.5558
DAD,423,1,622,5,23,4,10,809,23,12,,1509,1482,0.4197,0.5459
DAD,424,2,797,3,35,11,18,1008,26,12,,1912,1875,0.4251,0.5376
DAD,425,1,379,1,11,3,5,387,8,3,,798,787,0.4816,0.4917
DAD,426,3,1198,7,37,5,16,1344,36,32,,2678,2637,0.4543,0.5097
DAD,427,1,425,1,5,4,3,441,12,2,,894,878,0.4841,0.5023
DAD,428,1,622,2,25,4,4,643,13,9,,1323,1306,0.4763,0.4923
DAD,429,1,662,1,17,0,8,699,8,7,,1403,1395,0.4746,0.5011
DAD,430,3,787,1,30,9,13,908,19,10,,1780,1752,0.4492,0.5183
DAD,431,2,546,3,30,4,10,536,18,12,,1161,1139,0.4794,0.4706
DAD,432,0,644,4,26,9,8,653,10,13,,1367,1348,0.4777,0.4844
DAD,433,3,604,3,23,2,5,866,23,12,,1541,1516,0.3984,0.5712
DAD,434,1,627,4,23,3,9,900,12,12,,1591,1576,0.3978,0.5711
DAD,435,3,798,6,27,5,9,862,20,21,,1751,1726,0.4623,0.4994
DAD,436,1,752,9,25,2,11,869,18,16,,1703,1683,0.4468,0.5163
DAD,437,3,576,7,20,6,8,835,20,17,,1492,1466,0.3929,0.5696
DAD,438,3,732,9,26,6,14,1113,14,11,,1928,1908,0.3836,0.5833
DAD,439,1,492,5,21,4,8,937,12,13,,1493,1477,0.3331,0.6344
DAD,440,2,508,6,27,6,8,828,10,11,,1406,1390,0.3655,0.5957
DAD,441,2,709,2,41,4,6,1007,21,9,,1801,1776,0.3992,0.5670
DAD,442,1,523,0,16,7,6,494,13,5,,1065,1045,0.5005,0.4727
DAD,443,0,1025,3,25,11,6,598,16,16,,1700,1673,0.6127,0.3574
DAD,444,3,873,5,22,6,5,790,19,7,,1730,1705,0.5120,0.4633
DAD,445,0,0,0,0,0,0,1,0,0,,1,1,0.0000,1.0000
DAD,446,0,6,0,0,0,0,3,0,0,,9,9,0.6667,0.3333
DAD,447,4,1101,7,29,4,14,650,9,12,,1830,1817,0.6059,0.3577
DAD,448,1,936,3,29,3,7,624,15,9,,1627,1609,0.5817,0.3878
DAD,449,4,469,2,16,0,2,579,8,11,,1091,1083,0.4331,0.5346
DAD,450,5,983,2,19,0,8,488,7,15,,1527,1520,0.6467,0.3211
DAD,451,0,735,3,35,3,14,1374,21,16,,2201,2177,0.3376,0.6311
DAD,452,3,1395,4,36,2,15,522,14,18,,2009,1993,0.6999,0.2619
DAD,453,0,24,0,0,0,1,9,0,0,,34,34,0.7059,0.2647
DAD,454,1,865,2,19,3,7,396,15,17,,1325,1307,0.6618,0.3030
DAD,455,2,1020,8,32,13,11,590,14,14,,1704,1677,0.6082,0.3518
DAD,456,0,2,0,1,0,0,1,0,0,,4,4,0.5000,0.2500
DAD,457,0,535,5,19,6,6,617,12,8,,1208,1190,0.4496,0.5185
DAD,458,1,776,2,15,2,9,165,3,11,,984,979,0.7926,0.1685
DAD,459,0,219,1,17,3,2,398,5,2,,647,639,0.3427,0.6228
DAD,460,0,18,0,0,0,0,16,0,1,,35,35,0.5143,0.4571
DAD,461,3,1131,7,28,3,11,1013,18,14,,2228,2207,0.5125,0.4590
DAD,462,3,1544,6,16,4,15,503,5,8,,2104,2095,0.7370,0.2401
DAD,463,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,464,1,322,4,8,4,1,515,6,5,,866,856,0.3762,0.6016
DAD,465,3,616,1,10,14,4,737,21,10,,1416,1381,0.4461,0.5337
DAD,466,1,625,3,14,1,6,426,6,4,,1086,1079,0.5792,0.3948
DAD,467,2,684,6,21,6,8,865,11,14,,1617,1600,0.4275,0.5406
DAD,468,1,798,5,15,1,7,290,16,4,,1137,1120,0.7125,0.2589
DAD,469,2,1409,2,57,6,14,1150,18,20,,2678,2654,0.5309,0.4333
DAD,470,2,1014,3,19,1,4,476,7,5,,1531,1523,0.6658,0.3125
DAD,471,2,597,2,19,5,7,773,13,13,,1431,1413,0.4225,0.5471
DAD,472,0,492,2,22,2,13,835,18,13,,1397,1377,0.3573,0.6064
DAD,482,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,487,0,34,0,0,0,1,9,1,0,,45,44,0.7727,0.2045
DAD,488,4,1508,7,24,26,13,807,19,16,,2424,2379,0.6339,0.3392
DAD,498,2,1327,2,7,11,15,104,12,8,,1488,1465,0.9058,0.0710
DAD,499,0,18,0,0,0,0,1,1,0,,20,19,0.9474,0.0526
DAD,500,0,403,0,14,3,2,649,12,4,,1087,1072,0.3759,0.6054
DAD,501,1,947,0,8,8,6,57,7,2,,1036,1021,0.9275,0.0558
DAD,502,0,1294,0,19,2,21,341,9,14,,1700,1689,0.7661,0.2019
DAD,503,0,428,2,7,10,0,305,19,3,,774,745,0.5745,0.4094
DAD,504,0,1218,1,13,3,16,213,13,10,,1487,1471,0.8280,0.1448
DAD,505,1,991,1,5,3,3,55,11,4,,1074,1060,0.9349,0.0519
DAD,506,2,734,0,4,2,6,38,5,2,,793,786,0.9338,0.0483
DAD,507,3,705,0,7,1,2,25,4,2,,749,744,0.9476,0.0336
DAD,508,2,1133,0,6,3,4,25,4,4,,1181,1174,0.9651,0.0213
DAD,509,4,623,3,14,1,5,575,15,5,,1245,1229,0.5069,0.4679
DAD,510,1,352,1,7,3,4,308,5,9,,690,682,0.5161,0.4516
DAD,511,0,984,1,5,8,5,47,8,6,,1064,1048,0.9389,0.0448
DAD,512,1,1027,1,2,0,5,36,7,3,,1082,1075,0.9553,0.0335
DAD,514,0,965,0,6,9,9,63,12,7,,1071,1050,0.9190,0.0600
DAD,515,0,1012,5,10,4,13,100,11,12,,1167,1152,0.8785,0.0868
DAD,516,0,811,0,18,1,5,252,11,9,,1107,1095,0.7406,0.2301
DAD,517,0,719,0,5,1,16,114,7,4,,866,858,0.8380,0.1329
DAD,518,2,1009,1,4,11,15,91,8,8,,1149,1130,0.8929,0.0805
DAD,519,2,1204,0,8,0,14,67,8,8,,1311,1303,0.9240,0.0514
DAD,520,1,1681,1,5,7,12,56,11,12,,1786,1768,0.9508,0.0317
DAD,521,1,1269,1,7,5,4,46,15,3,,1351,1331,0.9534,0.0346
DAD,522,0,1710,0,4,4,11,125,14,12,,1880,1862,0.9184,0.0671
DAD,523,1,635,0,7,13,0,85,6,4,,751,732,0.8675,0.1161
DAD,524,1,855,1,26,3,11,371,5,7,,1280,1272,0.6722,0.2917
DAD,526,0,274,1,3,0,0,147,3,1,,429,426,0.6432,0.3451
DAD,527,0,164,1,4,0,1,66,1,0,,237,236,0.6949,0.2797
DAD,528,1,615,1,9,19,3,184,5,3,,840,816,0.7537,0.2255
DAD,529,3,1606,4,12,22,7,308,18,6,,1986,1946,0.8253,0.1583
DAD,530,0,195,0,6,1,3,72,2,2,,281,278,0.7014,0.2590
DAD,531,2,1185,2,14,8,5,163,10,7,,1396,1378,0.8599,0.1183
DAD,532,0,431,1,12,0,3,75,1,4,,527,526,0.8194,0.1426
DAD,533,3,1715,0,12,8,7,101,8,10,,1864,1848,0.9280,0.0547
DAD,534,0,834,1,19,1,15,258,4,11,,1143,1138,0.7329,0.2267
DAD,535,0,635,2,5,2,10,114,17,3,,788,769,0.8257,0.1482
DAD,536,2,404,0,7,1,7,92,5,3,,521,515,0.7845,0.1786
DAD,537,0,378,4,3,3,1,89,6,2,,486,477,0.7925,0.1866
DAD,538,4,2433,4,48,3,37,470,16,10,,3025,3006,0.8094,0.1564
DAD,540,0,9,0,0,0,0,2,1,0,,12,11,0.8182,0.1818
DAD,541,4,1781,0,47,3,12,770,13,26,,2656,2640,0.6746,0.2917
DAD,542,0,2,0,0,0,0,0,0,0,,2,2,1.0000,0.0000
DAD,543,6,1367,5,26,13,18,501,16,8,,1960,1931,0.7079,0.2595
DAD,544,0,1648,2,38,0,13,531,13,12,,2257,2244,0.7344,0.2366
DAD,545,3,1525,3,27,18,9,785,23,15,,2408,2367,0.6443,0.3316
DAD,546,2,765,1,18,0,11,287,15,10,,1109,1094,0.6993,0.2623
DAD,547,2,188,2,2,6,2,129,10,2,,343,327,0.5749,0.3945
DAD,548,3,644,4,13,10,6,613,15,8,,1316,1291,0.4988,0.4748
DAD,549,1,672,3,17,16,2,540,11,5,,1267,1240,0.5419,0.4355
DAD,550,1,743,3,20,16,6,692,21,10,,1512,1475,0.5037,0.4692
DAD,551,2,852,5,17,10,6,511,7,8,,1418,1401,0.6081,0.3647
DAD,552,4,394,0,9,3,1,417,9,4,,841,829,0.4753,0.5030
DAD,553,0,558,4,26,8,7,612,6,5,,1226,1212,0.4604,0.5050
DAD,554,0,560,5,12,3,3,615,16,3,,1217,1198,0.4674,0.5134
DAD,556,2,1012,8,20,13,5,746,34,8,,1848,1801,0.5619,0.4142
DAD,557,3,1035,9,17,2,16,1062,31,9,,2184,2151,0.4812,0.4937
DAD,558,2,558,4,11,8,5,435,16,5,,1044,1020,0.5471,0.4265
DAD,559,0,485,0,10,4,3,548,16,2,,1068,1048,0.4628,0.5229
DAD,560,4,504,7,11,3,3,427,12,5,,976,961,0.5245,0.4443
DAD,561,4,1467,6,44,6,18,880,15,24,,2464,2443,0.6005,0.3602
DAD,562,0,0,0,0,0,0,0,0,0,,0,0,#DIV/0!,#DIV/0!
DAD,563,9,850,0,9,1,5,352,11,12,,1249,1237,0.6871,0.2846
DAD,564,7,1037,2,7,13,9,460,14,6,,1555,1528,0.6787,0.3010
DAD,565,2,777,9,16,7,11,409,15,17,,1263,1241,0.6261,0.3296
DAD,566,1,1359,11,31,8,12,559,14,13,,2008,1986,0.6843,0.2815
DAD,567,0,889,1,26,0,9,690,16,20,,1651,1635,0.5437,0.4220
DAD,568,0,1,0,0,0,0,0,0,0,,1,1,1.0000,0.0000
DAD,569,0,1973,4,42,3,16,1033,33,32,,3136,3100,0.6365,0.3332
DAD,570,2,778,3,12,12,11,539,12,8,,1377,1353,0.5750,0.3984
DAD,571,1,202,0,3,0,5,98,1,3,,313,312,0.6474,0.3141
DAD,572,0,564,2,19,4,7,460,12,8,,1076,1060,0.5321,0.4340
DAD,573,2,910,7,28,6,12,771,17,11,,1764,1741,0.5227,0.4428
DAD,574,2,917,3,41,2,15,704,21,12,,1717,1694,0.5413,0.4156
DAD,575,1,1171,10,38,9,6,983,21,11,,2250,2220,0.5275,0.4428
DAD,576,2,1171,2,28,7,16,916,22,15,,2179,2150,0.5447,0.4260
DAD,577,1,1188,6,34,5,15,636,15,14,,1914,1894,0.6272,0.3358
DAD,578,0,830,10,28,5,8,584,13,15,,1493,1475,0.5627,0.3959
DAD,579,10,1326,5,47,5,18,1002,18,24,,2455,2432,0.5452,0.4120
DAD,580,2,123,0,1,0,0,12,4,0,,142,138,0.8913,0.0870
DAD,581,0,924,2,10,3,3,442,23,5,,1412,1386,0.6667,0.3189
DAD,582,1,1916,4,60,1,12,998,23,33,,3048,3024,0.6336,0.3300
DAD,583,0,1029,0,35,1,17,283,7,16,,1388,1380,0.7457,0.2051
DAD,584,1,1040,3,9,5,10,196,8,12,,1284,1271,0.8183,0.1542
DAD,585,0,521,0,4,1,2,24,0,5,,557,556,0.9371,0.0432
DAD,586,1,1034,1,29,2,7,357,11,21,,1463,1450,0.7131,0.2462
DAD,587,0,1254,2,36,0,14,470,17,19,,1812,1795,0.6986,0.2618
DAD,588,0,12,1,0,0,0,5,0,0,,18,18,0.6667,0.2778
DAD,589,0,69,0,0,0,1,9,0,1,,80,80,0.8625,0.1125
DAD,591,1,1052,2,9,25,3,305,12,4,,1413,1376,0.7645,0.2217
DAD,592,0,707,4,15,1,6,362,14,8,,1117,1102,0.6416,0.3285
DAD,593,0,1116,3,15,17,5,526,26,16,,1724,1681,0.6639,0.3129
DAD,594,2,526,0,12,4,6,203,9,3,,765,752,0.6995,0.2699
DAD,595,0,247,1,2,7,2,99,10,1,,369,352,0.7017,0.2813
